id	title	developer	genre	language	publisher	region	release_date	serial
SCES-50791	Frequency	Harmonix	Rhythm	English / French / German / Italian / Spanish	Sony Computer Entertainment	PAL	2002-06-28	SCES-50791
SCES-50810	Smash Court Tennis: Pro Tournament	Namco	Sports / Tennis.	English / French / German / Italian / Spanish	Namco	PAL	2002-03-28	SCES-50810
SCES-50858	Gran Turismo Concept: 2002 Tokyo-Geneva	Polyphony Digital	Racing	English / French / German / Italian / Portuguese / Spanish	Sony Computer Entertainment Europe	PAL	2002-07-17	SCES-50858
SCES-50878	Tekken 4	Namco	Beat 'Em Up	English / French / German / Italian / Spanish	Namco Hometek	PAL	2002-09-13	SCES-50878
SCES-50885	Ape Escape 2	Sony	Action / Platformer.	English	Sony	PAL	2003-06-01	SCES-50885
SCES-50887	Alpine Racer 3	Namco	Sports / Ski	English / French / German / Italian / Spanish	Sony	PAL	2002-12-06	SCES-50887
SCES-50888	Pac-Man World 2	Namco	Action / Platformer.	English / French / German / Italian / Spanish	Sony	PAL	2003-02-28	SCES-50888
SCES-50889	Ninja Assault	Now Production	Gun	English / French / German / Italian / Spanish	Namco	PAL	2003-10-04	SCES-50889
SCES-50897	Super Trucks [DE][FR][UK]	Jester Interactive	Racing	N/A	Jester Interactive	PAL	2002-05-29	SCES-50897
SCES-50916	Ratchet & Clank	Insomniac Games	Action / PLatformer / Shooter.	English / French / German / Italian / Spanish	Sony	PAL	2002-11-08	SCES-50916
SCES-50917	Sly Raccoon	Sucker Punch Productions	Action / Platformer.	English / French / German / Italian / Spanish	Sony Computer Entertainment	PAL	2003-01-17	SCES-50917
SCES-50928	SOCOM: U.S. Navy SEALs	Zipper Interactive	Action / Shooter.	English / French / German / Italian / Spanish	Sony	PAL	2003-06-11	SCES-50928
SCES-50933	EJay Clubworld: The Music Making Experience	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-50933
SCES-50934	WRC II Extreme	Evolution Studios	Driving / Racing.	English / Finnish / French / German / Italian / Portuguese / Spanish	Sony	PAL	2002-11-29	SCES-50934
SCES-50935	WRC II: EXTREME	N/A	N/A	English / French / German / Italian / Spanish / Portuguese / Finnish	N/A	PAL	N/A	SCES-50935
SCES-50956	Ferrari F355 Challenge	AM2 / Tose Co., Ltd	Driving / Racing.	English / French / German / Italian / Spanish	Sega	PAL	2002-09-27	SCES-50956
SCES-50957	Disney Stitch: Esperimento 626 (Disney Interactive)	High Voltage Software	Adventure	Dutch / Italian	Disney Interactive	PAL	2002-02-25	SCES-50957
SCES-50959	Disney's Stitch: Experiment 626	N/A	N/A	Portuguese / Spanish	N/A	PAL	N/A	SCES-50959
SCES-50960	Disney Stitch: Expérience 626 (SCES-50960)	High Voltage Software	Action	French / German	Sony Computer Entertainment Europe	PAL	2002-09-27	SCES-50960
SCES-50966	Disney's Stitch: Experiment 626	High Voltage Software	Action	English / Swedish	Disney Interactive	PAL	2005	SCES-50966
SCES-50967	Kingdom Hearts	Square Enix	Action / RPG	English	Square Co. Ltd	PAL	2002-11-15	SCES-50967
SCES-50968	Kingdom Hearts	Square Enix	Action / RPG	French	Square Co. Ltd	PAL	2002-11-15	SCES-50968
SCES-50969	Kingdom Hearts	Square Enix	Action / RPG	German	Square Co. Ltd	PAL	2002-11-15	SCES-50969
SCES-50970	Kingdom Hearts	Square Enix	Action / RPG	Italian	Square Co. Ltd	PAL	2002-11-15	SCES-50970
SCES-50971	Kingdom Hearts	Square Enix	Action / RPG	Spanish	Square Co. Ltd	PAL	2002-11-15	SCES-50971
SCES-50982	MotoGP 3	Namco	Driving / Racing.	English / French / German / Italian / Spanish	Namco	PAL	2003-05-02	SCES-50982
SCES-50987	Donkey Kong Country 5	N/A	N/A	N/A	N/A	PAL	N/A	SCES-50987
SCES-51003	Network Access Disc	N/A	N/A	English	N/A	PAL	N/A	SCES-51003
SCES-51004	Formula 1 2002	Sony Studio Liverpool	Racing	English / French / Finnish / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2002-11-01	SCES-51004
SCES-51039	This Is Football 2003	N/A	Sports	Dutch / English / French / German / Italian / Portuguese / Spanish	N/A	PAL	2002	SCES-51039
SCES-51040	Le Monde des Bleus 2003: Un Nouveau Défi	N/A	N/A	French	N/A	PAL	N/A	SCES-51040
SCES-51041	This Is Football 2003	N/A	N/A	Dutch / French	N/A	PAL	N/A	SCES-51041
SCES-51102	Ape Escape 2	Sony	Action / Platformer.	French	Sony	PAL	2003-06-01	SCES-51102
SCES-51103	Ape Escape 2	Sony	Action / Platformer.	Italian	Sony	PAL	2003-06-01	SCES-51103
SCES-51104	Ape Escape 2	Sony	Action / Platformer.	German	Sony	PAL	2003-06-01	SCES-51104
SCES-51105	Ape Escape 2	Sony	Action / Platformer.	Spanish	Sony	PAL	2003-06-01	SCES-51105
SCES-51135	Primal	SCE Cambridge Studio	Action	English / French / German / Italian / Spanish	Sony Computer Entertainment	PAL	2003-04-11	SCES-51135
SCES-51159	The Getaway	Team Soho	Action	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2002-12-11	SCES-51159
SCES-51164	The Mark of Kri	SCE Studios San Diego	Action	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2003-03-14	SCES-51164
SCES-51176	Disney's Treasure Planet	Bizarre Creations	Platformer	Dutch / English / French / German	Sony Computer Entertainment Europe	PAL	2003-02-07	SCES-51176
SCES-51177	Disneyn Aarreplaneetta	Bizarre Creations	Platformer	English / Danish / Italian / Spanish / Swedish	Sony Computer Entertainment Europe	PAL	2002	SCES-51177
SCES-51179	This Is Football 2003	Sony Computer Entertainment Europe	Sports	English	Sony Computer Entertainment Europe	PAL	N/A	SCES-51179
SCES-51190	Dark Chronicle	Level-5	Action / Beat'em Up / RPG.	English / French / German / Italian / Spanish	Sony Computer Entertainment	PAL	2003-03-19	SCES-51190
SCES-51224	War of the Monsters	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-51224
SCES-51248	Dog's Life	Frontier Developments	Adventure	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	Sony Computer Entertainment Europe	PAL	2003-10-31	SCES-51248
SCES-51384	SingStar Norske Hits	N/A	N/A	Scandinavian	N/A	PAL	N/A	SCES-51384
SCES-51407	Exclusive PlayStation 2 Summer Sample Disc	N/A	N/A	N/A	N/A	PAL	N/A	SCES-51407
SCES-51426	The Getaway	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-51426
SCES-51428	Shinobi	Overworks	Action / Beat'em Up	English / French / German / Italian / Spanish	Sega	PAL	2003-05-16	SCES-51428
SCES-51463	Ghosthunter	SCE Studio Cambridge	Action / Survival Horror.	English / French / German / Italian / Portuguese / Spanish	Sony	PAL	2003-12-05	SCES-51463
SCES-51480	Twisted Metal: Black Online	Incog Inc. Entertainment	Driving / Racing / Action.	English	Sony	PAL	2003-06-11	SCES-51480
SCES-51513	EyeToy: Play	Sony Computer Entertainment	Party	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	SCEE Studio London	PAL	2003-07-04	SCES-51513
SCES-51578	Network Access Disc	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-51578
SCES-51592	Formula One 2003	SCEE Studio Liverpool	Driving / Racing.	English / Finnish / French / German / Italian / Spanish	Sony	PAL	2003-07-11	SCES-51592
SCES-51593	Hardware: Online Arena	N/A	Action	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-51593
SCES-51607	Ratchet & Clank 2	Insomniac Games	Platformer	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2004	SCES-51607
SCES-51608	Jak II: Renegade	Naughty Dog	Action / Adventure / Platform.	English / French / German / Italian / Japanese / Korean / Spanish	Sony	PAL	2003-10-14	SCES-51608
SCES-51610	This Is Football 2004	N/A	Sports	Dutch / French	N/A	PAL	2005-03-26	SCES-51610
SCES-51611	This Is Football 2004	N/A	N/A	Dutch / French / German / Italian	N/A	PAL	N/A	SCES-51611
SCES-51612	This Is Football 2004	SCEE London Studio	Sports	English / Norwegian	Sony Computer Entertainment Europe	PAL	2004	SCES-51612
SCES-51613	This is Football 2004	N/A	Sports	English / Arabic / Portuguese / Spanish	N/A	PAL	N/A	SCES-51613
SCES-51614	LMB Nouvelle Generation	N/A	N/A	French	N/A	PAL	N/A	SCES-51614
SCES-51618	SOCOM: U.S. Navy SEALs	Zipper Interactive	Action / Shooter.	English / French / German / Italian / Spanish	Sony	PAL	2003-06-11	SCES-51618
SCES-51635	Brave: The Search for Spirit Dancer	VIS entertainment plc	Action / Platformer.	English / French / German / Italian / Spanish	Sony	PAL	2005-09-02	SCES-51635
SCES-51648	EverQuest: Online Adventures	N/A	N/A	English	N/A	PAL	N/A	SCES-51648
SCES-51677	My Street	Idol Minds	Party	English / French / German / Italian / Spanish	Sony Computer Entertainment	PAL	2003-10-31	SCES-51677
SCES-51684	WRC 3: The Official Game of the FIA World Rally Championship	Evolution Studios	Driving / Racing.	English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish	Sony	PAL	2003-11-21	SCES-51684
SCES-51685	Primal	N/A	N/A	English / Russian	N/A	PAL	N/A	SCES-51685
SCES-51706	Amplitude	Harmonix Music Systems	Rhythm	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2003-03-24	SCES-51706
SCES-51719	Gran Turismo 4	Polyphony Digital	Racing	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2005-03-09	SCES-51719
SCES-51725	EverQuest: Online Adventures	N/A	N/A	English / French / German	N/A	PAL	N/A	SCES-51725
SCES-51844	Time Crisis 3	Namco	Light Gun Shooter	English / French / German / Italian / Spanish	Namco Hometek	PAL	2003-10-31	SCES-51844
SCES-51895	EyeToy: Groove	Sony Computer Entertainment Europe	Rhythm	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	Sony Computer Entertainment Europe	PAL	2006-09-01	SCES-51895
SCES-51904	SOCOM II: U.S. Navy SEALs	Zipper Interactive	Action	English / French / German / Italian / Spanish	Sony Computer Entertainment	PAL	2004-03-05	SCES-51904
SCES-51910	Arc: Twilight of the Spirits	ARC Entertainment / Cattle Call	RPG	English / French / German / Italian / Spanish	Sony	PAL	2003-06-23	SCES-51910
SCES-51920	Forbidden Siren	Sony	Survival Horror.	English	Sony	PAL	2004-05-12	SCES-51920
SCES-51971	Jet Li: Rise to Honour	Sony	Action / Beat'em Up / Platformer.	Chinese / English / French / German / Italian / Spanish	Sony	PAL	2004-04-08	SCES-51971
SCES-51977	Hardware: Online Arena	N/A	N/A	English	N/A	PAL	N/A	SCES-51977
SCES-51979	Destruction Derby Arenas	N/A	N/A	English / French / German / Italian / Portuguese / Spanish	N/A	PAL	N/A	SCES-51979
SCES-52004	Killzone	Guerrilla	First Person Shooter.	Dutch / English / French / German / Italian / Spanish	Sony	PAL	2004-11-26	SCES-52004
SCES-52033	Syphon Filter: The Omega Strain	Sony Bend	Action / Adventure / Shooter.	English / French / German / Italian / Spanish	Sony	PAL	2004-07-09	SCES-52033
SCES-52042	Formula One 04	N/A	Racing	English / Finnish / French / German / Italian / Spanish	N/A	PAL	2004-07-30	SCES-52042
SCES-52099	I-Ninja	Argonaut Software Ltd	Action / Platform.	English / French / German / Italian / Spanish	Namco	PAL	2004-02-13	SCES-52099
SCES-52124	kill.switch	Namco Hometek, Inc	Action / Shooter.	English / French / German / Italian / Spanish	Namco	PAL	2004-02-28	SCES-52124
SCES-52137	WRC 3: The Official Game of the FIA World Rally Championship	N/A	N/A	English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish	N/A	PAL	N/A	SCES-52137
SCES-52154	EyeToy: Chat	SCEE London Studio	Other	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	Sony Computer Entertainment Europe	PAL	2005-02-11	SCES-52154
SCES-52156	Ghosthunter	SCE Studio Cambridge	Action / Survival Horror.	English / Greek / Russian	Sony	PAL	2003-12-05	SCES-52156
SCES-52268	SingStar	SCEE Studio London	Sing.	English	Sony	PAL	2004-05-21	SCES-52268
SCES-52299	SingStar	SCEE Studio London	Sing.	Spanish	Sony	PAL	2004-05-21	SCES-52299
SCES-52306	SOCOM II: U.S. Navy SEALs	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-52306
SCES-52327	Forbidden Siren	Sony	Survival Horror.	French	Sony	PAL	2004-05-12	SCES-52327
SCES-52328	Forbidden Siren	Sony	Survival Horror.	German	Sony	PAL	2004-05-12	SCES-52328
SCES-52329	Forbidden Siren	Sony	Survival Horror.	Italian	Sony	PAL	2004-05-12	SCES-52329
SCES-52330	Forbidden Siren	Sony	Survival Horror.	Spanish	Sony	PAL	2004-05-12	SCES-52330
SCES-52389	WRC 4: The Official Game of the FIA World Rally Championship	Evolution Studios	Racing	English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish	Sony Computer Entertainment Europe	PAL	2004-10-20	SCES-52389
SCES-52405	DJ: Decks & FX: House Edition	N/A	N/A	Danish / Dutch / English / French / German / Italian / Norwegian / Portuguese / Spanish	N/A	PAL	N/A	SCES-52405
SCES-52410	Athens 2004	Eurocom	Sports.	English / French / German / Italian / Portuguese / Spanish	989 Studios	PAL	2004-07-14	SCES-52410
SCES-52411	Athens 2004	Eurocom	Sports.	Danks / Dutch / Finnish / Greek / Norweigan / Swedish	989 Studios	PAL	2004-07-14	SCES-52411
SCES-52412	Jackie Chan Adventures	Atomic Planet Entertainment, Ltd	Action / Adventure / Beat'em Up.	Dutch / English / French / German / Italian / Portuguese / Spanish	Sony	PAL	2004-10-01	SCES-52412
SCES-52423	Smash Court Tennis: Pro Tournament 2	Namco	Tennis	English / French / German / Italian / Spanish	Namco	PAL	2004-06-08	SCES-52423
SCES-52424	Ace Combat: Squadron Leader	Project Aces	Action / Shooter / Simulation.	English / French / German / Italian / Spanish	Namco	PAL	2005-02-18	SCES-52424
SCES-52425	This is Football 2005	N/A	N/A	English	N/A	PAL	N/A	SCES-52425
SCES-52426	This Is Football 2005	SCEE London Studio	Sports	Arabic / English / Portuguese / Spanish	Sony Computer Entertainment Europe	PAL	2004	SCES-52426
SCES-52427	This Is Football 2005	SCE London Studio	Sports	Dutch / French / German / Italian	Sony Computer Entertainment Europe	PAL	2004-10-01	SCES-52427
SCES-52429	This is Football 2005 [DK][FI][NO][SE]	SCEE London Studio	Sports	Danish / Finnish / Norwegian / Swedish	Sony Computer Entertainment Europe	PAL	2004	SCES-52429
SCES-52430	Le Monde des Bleus 2005	SCEE London Studio	Sports	French	Sony Computer Entertainment Europe	PAL	2004-10-06	SCES-52430
SCES-52431	This Is Soccer 2005	N/A	N/A	English	N/A	PAL	N/A	SCES-52431
SCES-52432	This Is Football 2005	N/A	N/A	Dutch / French	N/A	PAL	N/A	SCES-52432
SCES-52438	Gran Turismo 4: Prologue	Polyphony Digital	Racing	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2004-05-26	SCES-52438
SCES-52456	Ratchet & Clank 3	Insomniac Games	Platformer	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	N/A	SCES-52456
SCES-52460	Jak 3	Naughty Dog	Platformer	English / French / German / Italian / Portuguese / Russian / Spanish	Sony Computer Entertainment America	PAL	2004-11-26	SCES-52460
SCES-52529	Sly 2: Band of Thieves	Sucker Punch Productions	Action / Platform.	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	Sony Computer Entertainment	PAL	2004-10-29	SCES-52529
SCES-52530	Crisis Zone	Namco	Gun	English / French / German / Italian / Spanish	Namco	PAL	2004-10-09	SCES-52530
SCES-52564	SingStar	SCEE Studio London	Sing.	French	Sony	PAL	2004-05-21	SCES-52564
SCES-52565	Singstar	SCEE Studio London	Sing.	German	Sony	PAL	2004-05-21	SCES-52565
SCES-52566	SingStar	SCEE Studio London	Sing.	Italian	Sony	PAL	2004-05-21	SCES-52566
SCES-52582	Everybody's Golf	Clap Hanz	Golf.	English / French / German / Italian / Spanish	Sony	PAL	2005-09-23	SCES-52582
SCES-52586	Tekken's Nina Williams in: Death by Degrees	Namco Bandai	Action / Beat'em Up	English / Spanish	Namco Bandai	PAL	2005-04-15	SCES-52586
SCES-52677	Network Access Disc	N/A	N/A	Dutch / English / French / German / Italian / Portuguese / Spanish	N/A	PAL	N/A	SCES-52677
SCES-52684	WRC 3: The Official Game of the FIA World Rally Championship	N/A	N/A	English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish	N/A	PAL	N/A	SCES-52684
SCES-52748	EyeToy: Play 2	SCE London Studio	Party	Danish / Dutch / English / Finnish / French / German / Greek / Italian / Norwegian / Portuguese / Spanish / Swedish	Sony Computer Entertainment	PAL	2004-11-05	SCES-52748
SCES-52756	DJ: Decks & FX: Claudio Coccoluto Edition	N/A	N/A	Italian	N/A	PAL	N/A	SCES-52756
SCES-52758	The Getaway: Black Monday	SCEE London Studio	Action / Driving / Shooter.	Dutch / English / French / German / Italian / Spanish	Sony	PAL	2004-11-12	SCES-52758
SCES-52762	DJ: Decks & FX Radio FG	N/A	N/A	French	N/A	PAL	N/A	SCES-52762
SCES-52763	DJ Decks & FX Vol.1	N/A	N/A	German	N/A	PAL	N/A	SCES-52763
SCES-52764	DJ: Decks & FX: Live Session	Relentless Software	N/A	Spanish	Sony Computer Entertainment Europe	PAL	N/A	SCES-52764
SCES-52826	SingStar Party	SCEE London Studio	Party	English	N/A	PAL	2004-11-19	SCES-52826
SCES-52827	SingStar Party	N/A	N/A	Italian	N/A	PAL	N/A	SCES-52827
SCES-52828	SingStar NRJ Music Tour	SCEE London Studio	Party	French	Sony Computer Entertainment Europe	PAL	2004-12-03	SCES-52828
SCES-52829	SingStar Party	N/A	N/A	German	N/A	PAL	N/A	SCES-52829
SCES-52830	SingStar Party	N/A	N/A	Spanish	N/A	PAL	N/A	SCES-52830
SCES-52883	EyeToy: Kinetic	N/A	Sports	English / French / German / Italian / Norwegian / Portuguese / Spanish	N/A	PAL	2005	SCES-52883
SCES-52892	MotoGP 4	N/A	N/A	English / French / German / Italian / Spanish	N/A	PAL	N/A	SCES-52892
SCES-52893	Killzone	Guerrilla	First Person Shooter.	English / Greek / Russian	Sony	PAL	2004-11-26	SCES-52893
SCES-52930	EyeToy: Monkey Mania	Japan Studio	Party	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2005-03-18	SCES-52930
SCES-52936	This is Football 2005	N/A	N/A	English / Arabic	N/A	PAL	N/A	SCES-52936
SCES-52948	The Getaway: Black Monday	SCEE London Studio	Action / Driving / Shooter.	English / Greek / Portuguese / Russian	Sony	PAL	2004-11-12	SCES-52948
SCES-53033	Formula One 05	N/A	Racing	English / Finnish / French / German / Italian / Portuguese / Spanish	N/A	PAL	2006-07-01	SCES-53033
SCES-53053	Tekken's Nina Williams in: Death by Degrees	Namco Bandai	Action / Beat'em Up	French / Italian	Namco Bandai	PAL	2005-04-15	SCES-53053
SCES-53054	Tekken's Nina Williams in: Death by Degrees	Namco Bandai	Action / Beat'em Up	English / German	Namco Bandai	PAL	2005-04-15	SCES-53054
SCES-53055	EyeToy: Antigrav	Harmonix	Sports	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2005-05-24	SCES-53055
SCES-53113	God of War: Platinum	N/A	Action	N/A	N/A	PAL	2006-03-26	SCES-53113
SCES-53133	God of War	SCE Studio Santa Monica	Action / Platform / Beat'em Up.	English / French / German / Italian / Spanish	Sony	PAL	2005-07-08	SCES-53133
SCES-53178	SingStar Pop	SCEE London Studio	Rhythm	English	Sony Computer Entertainment Europe	PAL	2005	SCES-53178
SCES-53179	SingStar Pop	N/A	N/A	French	N/A	PAL	N/A	SCES-53179
SCES-53180	SingStar: The Dome	N/A	Party	German	N/A	PAL	N/A	SCES-53180
SCES-53181	SingStar Radio 105	N/A	N/A	Italian	N/A	PAL	N/A	SCES-53181
SCES-53182	SingStar Pop	N/A	N/A	Spanish	N/A	PAL	N/A	SCES-53182
SCES-53183	SingStar Pop	SCEE London Studio	Party	N/A	Sony Computer Entertainment Europe	PAL	2005-05-13	SCES-53183
SCES-53184	SingStar Norske Hits	N/A	Party	Norwegian	N/A	PAL	N/A	SCES-53184
SCES-53185	SingStar Svenska Hits	N/A	N/A	Swedish	N/A	PAL	N/A	SCES-53185
SCES-53202	Tekken 5	Namco	Fighting	English / French / German / Italian / Spanish	Namco Hometek	PAL	2005-06-24	SCES-53202
SCES-53247	WRC: Rally Evolved	Evolution Studios	Racing	English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish	Sony Computer Entertainment Europe	PAL	2005	SCES-53247
SCES-53285	Ratchet: Gladiator	Insomniac Games	Action	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2005-11-18	SCES-53285
SCES-53286	Jak X	Naughty Dog	Driving / Racing.	English / French / German / Italian / Portuguese / Russian / Spanish	Sony	PAL	2005-11-04	SCES-53286
SCES-53300	SOCOM 3: U.S. Navy SEALs	Zipper Interactive	Action	English / French / German / Italian / Spanish	Sony Computer Entertainment Europe	PAL	2006	SCES-53300
SCES-53304	Buzz! The Music Quiz	Relentless Software	Quiz	English	Sony	PAL	2005-10-21	SCES-53304
